path,snapshot,title,status,closure,proposal_group,target,proposal
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/confirm-the-reusable-asset-boundary.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/confirm-the-reusable-asset-boundary.md,Confirm the Reusable Asset boundary,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/consolidate-the-three-slice-technical-poc-contract-and-gap-register.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/consolidate-the-three-slice-technical-poc-contract-and-gap-register.md,Consolidate the Three-Slice Technical PoC Contract and Gap Register,open,,alte_mock_route_kennzeichnen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/deep-audit-the-next-product-and-business-domain-challenges.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/deep-audit-the-next-product-and-business-domain-challenges.md,Deep-audit the next product and business-domain Wayfinder challenges,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-canonical-responsibility-and-job-families.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-canonical-responsibility-and-job-families.md,Define Consultancy Jobs and Responsibility Coverage,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-case-participation-authority-delegation-and-separation-of-duties.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-case-participation-authority-delegation-and-separation-of-duties.md,Ratify the Minimum Decision and Effect Authority Spine,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-contextual-task-and-skill-product-contract.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-contextual-task-and-skill-product-contract.md,Define the Contextual Task and Skill Product Contract,open,,core_am_arbeitsfall_pruefen,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-execution-and-validation-case-contracts.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-execution-and-validation-case-contracts.md,Define Execution-Case and Validation/Assurance-Case Contracts,open,,core_am_arbeitsfall_pruefen,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-handoff-commitment-recovery-and-outcome-semantics.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-handoff-commitment-recovery-and-outcome-semantics.md,"Define handoff, commitment, recovery, and outcome semantics",open,,begriffe_minimal_integrieren,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-knowledge-to-action-and-blind-spot-finding-contracts.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-knowledge-to-action-and-blind-spot-finding-contracts.md,Define Knowledge-to-Action and Blind-Spot Finding contracts,open,,core_am_arbeitsfall_pruefen,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-model-bridge-product-contract.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-model-bridge-product-contract.md,Define the Model Bridge Product Contract,open,,core_am_arbeitsfall_pruefen,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-native-and-federated-record-authority-principles.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-native-and-federated-record-authority-principles.md,Define native and federated record-authority principles,open,,core_am_arbeitsfall_pruefen,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-paid-icp-and-buying-viability-contract.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-paid-icp-and-buying-viability-contract.md,Define the Paid ICP and Buying-Viability Contract,open,,kommerziell_parallel,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-product-actors-role-compression-jobs-and-authority.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-product-actors-role-compression-jobs-and-authority.md,Define the Product Actor Ontology,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-product-horizons-and-the-first-validation-and-mvp-business-slice.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-product-horizons-and-the-first-validation-and-mvp-business-slice.md,Define product horizons and the first Full-Backend MVP business boundary,open,,core_am_arbeitsfall_pruefen,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-product-outcomes-acceptance-and-learning-requirements.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-product-outcomes-acceptance-and-learning-requirements.md,"Define product outcomes, acceptance, and learning requirements",open,,core_am_arbeitsfall_pruefen,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-active-client-work-journey-anatomy-and-ux-mode-coverage.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-active-client-work-journey-anatomy-and-ux-mode-coverage.md,Define the Active Client Work journey anatomy and UX-mode coverage,open,,journey_referenz_bewahren,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-business-domain-and-lifecycle-canon.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-business-domain-and-lifecycle-canon.md,Define the business-domain and lifecycle canon,open,,begriffe_minimal_integrieren,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-canonical-user-journey-portfolio.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-canonical-user-journey-portfolio.md,Define the canonical user-journey portfolio,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-consultry-core-product-boundary-and-module-contract.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-consultry-core-product-boundary-and-module-contract.md,Ratify the Consultry Core Continuity Obligations,open,,core_am_arbeitsfall_pruefen,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-consultry-product-and-platform-destination.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-consultry-product-and-platform-destination.md,Define the Consultry product-and-platform destination,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-core-module-and-surface-contract.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-core-module-and-surface-contract.md,"Define the Core, module, and surface contract",open,,begriffe_minimal_integrieren,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-corporate-artifact-alignment-contract.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-corporate-artifact-alignment-contract.md,Define the Corporate Artifact Alignment Product Contract,open,,journey_referenz_bewahren,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-first-consultancy-operating-archetypes.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-first-consultancy-operating-archetypes.md,Define the first consultancy operating archetypes,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-harness-framework-product-boundary.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-harness-framework-product-boundary.md,Define the Consultry Harness Integration Boundary,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-human-ai-responsibility-and-meaningful-oversight-contract.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-human-ai-responsibility-and-meaningful-oversight-contract.md,Define the Human-AI responsibility and meaningful-oversight contract,open,,core_am_arbeitsfall_pruefen,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-kernel-graph-governance-and-model-bridge-architecture.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-kernel-graph-governance-and-model-bridge-architecture.md,"Define the kernel graph, governance, and Model Bridge architecture",closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-product-invariant-and-tenant-variation-envelope.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-product-invariant-and-tenant-variation-envelope.md,Define the Product invariant and tenant-variation envelope,open,,begriffe_minimal_integrieren,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-small-mvp-epic-set.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/define-the-small-mvp-epic-set.md,Define the small MVP epic set,closed,out-of-scope,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/derive-the-product-capability-feature-and-requirement-coverage-map.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/derive-the-product-capability-feature-and-requirement-coverage-map.md,Derive the Product Coverage Skeleton,open,,durch_konsolidierung_verkuerzen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/map-remaining-whole-product-journey-families-and-specification-depth.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/map-remaining-whole-product-journey-families-and-specification-depth.md,Audit residual whole-product journey coverage and specification depth,open,,journey_referenz_bewahren,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/map-role-compression-and-responsibility-distribution-by-archetype.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/map-role-compression-and-responsibility-distribution-by-archetype.md,"Map Role Compression for Marketing, Personas, and Journeys",open,,kommerziell_parallel,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/place-the-three-slice-mock-ui-demo-gate-before-the-technical-poc.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/place-the-three-slice-mock-ui-demo-gate-before-the-technical-poc.md,Place the Three-Slice Mock UI Demo Gate Before the Technical PoC,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/prototype-the-role-aware-human-ai-interaction-and-responsibility-contract.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/prototype-the-role-aware-human-ai-interaction-and-responsibility-contract.md,Prototype the Systemic Consultry Platform Click Dummy,open,,alte_mock_route_kennzeichnen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/put-product-and-business-domain-definition-before-technical-planning.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/put-product-and-business-domain-definition-before-technical-planning.md,Put product and business-domain definition before technical planning,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/ratify-the-consulting-work-primitive-and-composable-ux-grammar.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/ratify-the-consulting-work-primitive-and-composable-ux-grammar.md,Ratify the consulting-work primitive and composable UX grammar,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/ratify-the-evidence-gated-product-to-prototype-route.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/ratify-the-evidence-gated-product-to-prototype-route.md,Ratify the evidence-gated Product-to-Prototype route,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/ratify-the-product-problem-and-outcome-hierarchy.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/ratify-the-product-problem-and-outcome-hierarchy.md,Ratify the product problem and outcome hierarchy,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/ratify-the-whole-product-operating-loop-and-handoff-contract.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/ratify-the-whole-product-operating-loop-and-handoff-contract.md,Ratify the Whole-Product Operating Grammar,open,,begriffe_minimal_integrieren,PRODUCT.md / BACKEND-START.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/reconcile-pre-pivot-personas-to-the-ratified-actor-model.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/reconcile-pre-pivot-personas-to-the-ratified-actor-model.md,Reconcile pre-pivot personas to the ratified actor model,open,,kommerziell_parallel,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/reconcile-the-canonical-model-into-source-documents.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/reconcile-the-canonical-model-into-source-documents.md,Reconcile the product and business-domain canon into source documents,open,,durch_konsolidierung_verkuerzen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/reject-a-chat-only-product-and-make-the-harness-optional.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/reject-a-chat-only-product-and-make-the-harness-optional.md,Reject a chat-only product and make the harness optional,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/separate-the-core-skill-graph-from-capability-evidence.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/separate-the-core-skill-graph-from-capability-evidence.md,Separate the Core Skill Graph from capability evidence,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/specify-consultant-daily-work-and-project-delivery-journeys.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/specify-consultant-daily-work-and-project-delivery-journeys.md,Specify the Active Project/Delivery Blind-Spot and Rebuttal-Simulation Reference Thread,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/specify-corporate-artifact-alignment-reference-thread.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/specify-corporate-artifact-alignment-reference-thread.md,Specify the Knowledge/Reuse and Corporate Artifact Alignment Reference Thread,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/specify-governed-reuse-and-service-productization-journey.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/specify-governed-reuse-and-service-productization-journey.md,Specify governed reuse and service-productization journey,open,,journey_referenz_bewahren,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/specify-personal-daily-attention-and-capture-journey.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/specify-personal-daily-attention-and-capture-journey.md,Specify the Personal Daily Attention and Capture Journey,open,,journey_referenz_bewahren,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/specify-the-existing-client-project-sensing-journey.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/specify-the-existing-client-project-sensing-journey.md,Specify the existing-client project-sensing journey,open,,journey_referenz_bewahren,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/specify-the-tender-to-review-ready-concept-journey.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/specify-the-tender-to-review-ready-concept-journey.md,Specify the tender-to-review-ready-concept journey,open,,journey_referenz_bewahren,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/validate-the-priority-problem-evidence-and-assumption-register.md,archive/repo/product-definition/latest/wayfinder/consultry-product-platform-baseline/tickets/validate-the-priority-problem-evidence-and-assumption-register.md,Validate the priority-problem evidence and assumption register,closed,,historische_resolution_aussagebezogen_pruefen,PRODUCT.md / DECISIONS.md,Unverbindliche Einordnung; Originalstatus bewahren. Siehe DECISIONS.md und review/ARCHIVPLAN.md
